title,regular_price,sale_price,img_url,href
Urethane Coated Round Dumbbell Pairs,$49.99,$39.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-Urethane-Coated-DB-Pairs_BlackFriday21-Cyan-Thumbnail_350x350.jpg?v=1636471685,https://repfitness.com/collections/deals/products/urethane-coated-round-dumbbell-pairs
Excalibur Bar,$289.00,$209.30,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Yellow_BB-5050-20-Thumbnail_350x350.jpg?v=1636471682,https://repfitness.com/collections/deals/products/excalibur-bar
Barbell Shoulder Pad,$24.99,$21.24,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Yellow_BBA-3000-Thumbnail_350x350.jpg?v=1636471670,https://repfitness.com/collections/deals/products/barbell-shoulder-pad
Stone Sandbags,$69.99,$62.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-SM-2000_BlackFriday21-Cyan-Thumbnail_350x350.jpg?v=1636471683,https://repfitness.com/collections/deals/products/stone-sandbags
"4"" Premium Leather Lifting Belt",$79.99,$63.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-Brown_Belt_BlackFriday21-Cyan-Thumbnail_350x350.jpg?v=1636471673,https://repfitness.com/collections/deals/products/4-premium-leather-lifting-belt
Adjustable Kettlebells,$149.99,$119.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-KB-4100-40_BlackFriday21-Yellow-Thumbnail_350x350.jpg?v=1636471677,https://repfitness.com/collections/deals/products/adjustable-kbs
Gladiator Weightlifting Bar,$359.99,$287.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_Gladiator-Thumbnail_350x350.jpg?v=1636471673,https://repfitness.com/collections/deals/products/gladiator-wl-bearing-bar
Balance Ball Trainer,$59.99,$53.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-EA-1000-BBT_BlackFriday21-Cyan-Thumbnail_350x350.jpg?v=1636471667,https://repfitness.com/collections/deals/products/balance-ball-trainer
Adjustable Plyo Box,$149.99,$134.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-Adjustable-Plyo_BlackFriday21-Yellow-Thumbnail_350x350.jpg?v=1636471666,https://repfitness.com/collections/deals/products/adjustable-plyo-box
Gladiator MX Barbell,$359.99,$309.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_BB-5050-20-Thumbnail_350x350.jpg?v=1636471666,https://repfitness.com/collections/deals/products/28mm-gladiator-mx-barbell
High Density Foam Rollers,$25.99,$23.39,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_HighDensityFoamRoller-Thumbnail_350x350.jpg?v=1636471673,https://repfitness.com/collections/deals/products/high-density-foam-rollers
RAPIDSTRIKE Massage Gun,$139.00,$109.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-MG-1000_BlackFriday21-Yellow-Thumbnail_350x350.jpg?v=1636471672,https://repfitness.com/collections/deals/products/rapidstrike-massage-gun
Stackable Wood Plyos,$79.99,$69.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-Wood-Stackable_BlackFriday21-Yellow-Thumbnail_350x350.jpg?v=1636471670,https://repfitness.com/collections/deals/products/stackable-wood-plyos
Belt Squat,$299.99,$269.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/Shopify-PRA-4900-BeltSquat_BlackFriday21-Yellow-Thumbnail_350x350.jpg?v=1636471670,https://repfitness.com/collections/deals/products/belt-squat
Axle Bar,$79.99,$59.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_BB-4100-Thumbnail_350x350.jpg?v=1636471667,https://repfitness.com/collections/deals/products/axle-bar
Basic Iron Plate Pairs,$35.99,$19.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Yellow_WP-1000-10-Thumbnail_350x350.jpg?v=1636471679,https://repfitness.com/collections/deals/products/basic-iron-plate-pairs
Competition Bumper Pairs (kg),$299.99,$189.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_BB-BP-5500-20-Thumbnail_350x350.jpg?v=1636471669,https://repfitness.com/collections/deals/products/competition-bumper-plate-pairs-kg
FB-4000 Comp Lite Bench,$169.99,$127.49,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Cyan_FB-4000-MBLK-thumbnail_350x350.jpg?v=1636396330,https://repfitness.com/collections/deals/products/fb-4000-comp-lite-bench
Rubber Coated Olympic Plate Pairs,$36.99,$23.99,https://cdn.shopify.com/s/files/1/0574/1215/7598/products/BF21Thumbnail_Yellow_WP-4100-25-Thumbnail_350x350.jpg?v=1636471680,https://repfitness.com/collections/deals/products/rubber-coated-olympic-plate-pairs
