title,regular_price,sale_price,img_url,href
Angled Multigrip Barbell,$149.99,$129.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw0daa59ea/images/hi-res/Fitness/430124.2-01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/angled-multigrip-barbell/430124.html
15KG Olympic Technique Bar,$84.99,$74.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw7d76a4c9/images/hi-res/Fitness/429995_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/15kg-olympic-technique-bar/429995.html
Deluxe Vertical 5 Bar Holder,$79.99,$74.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw1d1ee58f/images/hi-res/Fitness/401151_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/freestanding-storage/barbells%2C-kettlebells%2C-and-dumbbells/deluxe-vertical-5-bar-holder/401151.html
Atlas Olympic Barbell,$224.99,$199.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw3dfefaa0/images/hi-res/Fitness/430090_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/atlas-olympic-barbell/430090.html
Wall Mounted 6 Barbell Rack V2,$99.99,$84.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwd7ec07b4/images/hi-res/Fitness/401194_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/mount-storage/wall-mounted-storage/wall-mounted-6-barbell-rack-v2/401194.html
34-In Olympic Triceps Bar – Chrome,$59.99,$56.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwc56c0d67/images/hi-res/Fitness/430005.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/34-in-olympic-triceps-bar-%E2%80%93-chrome/430005.html
EZ Load Hex Bar – V2,$199.99,$179.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw69e12c6c/images/hi-res/Fitness/430072.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/ez-load-hex-bar-%E2%80%93-v2/430072.html
Blues City Power Bar - Made In USA,$299.99,$269.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw27f8708f/images/hi-res/Fitness/400806_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/blues-city-power-bar---made-in-usa/400806.html
Rackable Camber Bar,$249.99,$214.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw72b1d581/images/hi-res/Fitness/430038_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/rackable-camber-bar/430038.html
Aluminum Olympic Technique Bar,$94.99,$84.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf04cc0b0/images/hi-res/Fitness/429994.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/aluminum-olympic-technique-bar/429994.html
Women'S Atlas Olympic Barbell,$199.99,$174.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw8c82b5c5/images/hi-res/Fitness/430089_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/women-foots-atlas-olympic-barbell/430089.html
Horizontal Weight Plate Storage With Wheels,$149.99,$144.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw9ec37c1d/images/hi-res/Fitness/430239_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/freestanding-storage/weight-plates/horizontal-weight-plate-storage-with-wheels/430239.html
3-In-1 Soft Foam Plyometric Box – 20-In X 24-In X 30-In,$149.99,$134.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw3bcc10d0/images/hi-res/Fitness/412230_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/plyo-boxes/foam/3-in-1-soft-foam-plyometric-box-%E2%80%93-20-in-x-24-in-x-30-in/412230.html
Fixed Barbell Rack,$249.99,$244.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwb6f0f3d7/images/hi-res/Fitness/420045_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/freestanding-storage/barbells%2C-kettlebells%2C-and-dumbbells/fixed-barbell-rack/420045.html
Pivoting Tricep Bar,$99.99,$94.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf99de4d4/images/hi-res/Fitness/430094_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/pivoting-tricep-bar/430094.html
30 FT X 2-In Battle Rope,$74.99,$64.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw453d66e3/images/hi-res/Fitness/410524_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/cardio/ropes/30-ft-x-2-in-battle-rope/410524.html
Wall Mounted Bench Hanger,$29.99,$24.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw1b78eabb/images/hi-res/Fitness/400314_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/mount-storage/wall-mounted-storage/wall-mounted-bench-hanger/400314.html
"5"" Depth Belt And Band Hanger",$29.99,$24.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwcc882f25/images/hi-res/Fitness/400326_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/5-inch-depth-belt-and-band-hanger/400326.html
HD Dip Station Stand Body Press W/ Solid Foam Grips,$49.99,$44.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwbbf9e3f8/images/hi-res/Fitness/400529.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/gymnastics/other/hd-dip-station-stand-body-press-w-solid-foam-grips/400529.html
40 Ft X 2-In Battle Rope – Black Poly Dacron,$99.99,$89.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw3e3ea730/images/hi-res/Fitness/410525.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/cardio/ropes/40-ft-x-2-in-battle-rope-%E2%80%93-black-poly-dacron/410525.html
"8"" Depth Belt And Band Hanger",$34.99,$29.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw54a84020/images/hi-res/Fitness/400327_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/8-inch-depth-belt-and-band-hanger/400327.html
Seal Row Bar V2,$149.99,$139.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf647b26b/images/hi-res/Fitness/430076_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/seal-row-bar-v2/430076.html
Multi Grip Log Bar,$199.99,$159.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw4e30f163/images/hi-res/Fitness/430070.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strongman/grip-training/log-bars/multi-grip-log-bar/430070.html
Landmine Stand With Weight Storage,$199.99,$179.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf069217e/images/hi-res/Fitness/400959_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/strength-accessories/landmines/landmine-stand-with-weight-storage/400959.html
Drop-In Power Rack Bench | Competition Height,$189.99,$169.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwda38ce5b/images/hi-res/Fitness/400922_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/benches/flat/drop-in-power-rack-bench-competition-height/400922.html
MAXXUM Stainless Steel Power Bar,$399.99,$339.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwb1a96096/images/hi-res/Fitness/430091_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/olympic/maxxum-stainless-steel-power-bar/430091.html
Heavy Duty Jr. Gymnastics Kip Bar,$199.99,$179.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw773716da/images/hi-res/Fitness/409033_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/gymnastics/bars/heavy-duty-jr.-gymnastics-kip-bar/409033.html
Swiss Bar,$129.99,$119.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw551486ca/images/hi-res/Fitness/430069.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/barbells/specialty/swiss-bar/430069.html
50 Ft X 2-In Battle Rope – Black Poly Dacron,$119.99,$109.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw99893a74/images/hi-res/Fitness/410526.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/cardio/ropes/50-ft-x-2-in-battle-rope-%E2%80%93-black-poly-dacron/410526.html
Wall Mounted Medicine Ball Storage,$94.99,$80.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwd501cfc6/images/hi-res/Fitness/400395_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/mount-storage/wall-mounted-storage/wall-mounted-medicine-ball-storage/400395.html
Medium Gym Timer With Remote,$184.99,$164.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw4c7262ec/images/hi-res/Fitness/400559.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/merch/gym-timers/medium-gym-timer-with-remote/400559.html
"16""X16"" Adjustable Aerobic Step W/ Risers",$54.99,$49.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw08eb6a82/images/hi-res/Fitness/414410_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/cardio/aerobics/16-inchx16-inch-adjustable-aerobic-step-w-risers/414410.html
Round Grip String Bar,$124.99,$104.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw609346fb/images/hi-res/Fitness/429991_01.jpg?sw=261&sh=261,https://www.titan.fitness/strongman/grip-training/other-grip-training/round-grip-string-bar/429991.html
Horizontal Wagon Wheel Storage,$99.99,$74.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw1f3a68e4/images/hi-res/Fitness/400345_01.jpg?sw=261&sh=261,https://www.titan.fitness/organize/freestanding-storage/weight-plates/horizontal-wagon-wheel-storage/400345.html
TITAN Series Nameplate Crossmember,$124.99,$114.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwdc24b219/images/hi-res/Fitness/400984_01.jpg?sw=261&sh=261,https://www.titan.fitness/racks/rack-accessories/titan-series/titan-series-nameplate-crossmember/400984.html
20 FT X 14 FT Climbing Cargo Net,$684.99,$614.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw18ea5c27/images/hi-res/Fitness/400592_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/strength-accessories/other/20-ft-x-14-ft-climbing-cargo-net/400592.html
X-2 Series Dual Pull-Up Stabilizer Bar,$94.99,$84.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf65edac9/images/hi-res/Fitness/400308_01.jpg?sw=261&sh=261,https://www.titan.fitness/racks/rack-accessories/x-2-series/x-2-series-dual-pull-up-stabilizer-bar/400308.html
Rocking Handstand Trainer,$99.99,$89.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwb42cc9e2/images/hi-res/Fitness/400590_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/strength-accessories/other/rocking-handstand-trainer/400590.html
Stand Alone Parallettes – Pair,$69.99,$64.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwfe0c831b/images/hi-res/Fitness/400589.2_01.jpg?sw=261&sh=261,https://www.titan.fitness/strength/strength-accessories/stand-alone-parallettes-%E2%80%93-pair/400589.html
"43"" High/Low Bar For Wall Mounted Rigs",$69.99,$59.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwff73b53c/images/hi-res/Fitness/400012_01.jpg?sw=261&sh=261,https://www.titan.fitness/racks/wallmounts/rigs/43-inch-highlow-bar-for-wall-mounted-rigs/400012.html
Double Freestanding Ballet Barre | White Aluminum,$99.99,$89.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw11da0ab7/images/hi-res/Fitness/409037_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/gymnastics/bars/double-freestanding-ballet-barre-white-aluminum/409037.html
Gymnastics Cast Trainer | Fits Heavy Duty Kip Bar,$99.99,$89.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw2aff6a58/images/hi-res/Fitness/409019_01.jpg?sw=261&sh=261,https://www.titan.fitness/endurance/gymnastics/bars/gymnastics-cast-trainer-fits-heavy-duty-kip-bar/409019.html
Loadable Power Pin,$49.99,$44.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw031d381a/images/hi-res/Fitness/401150%20_01.jpg?sw=261&sh=261,https://www.titan.fitness/strongman/loadable-power-pin/401150.html
X-2 Series Rack Mounted Muscle Roller,$39.99,$34.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw0e5d6d3a/images/hi-res/Fitness/400633_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/clearance/x-2-series-rack-mounted-muscle-roller/400633.html
Home Gym Starter Bundle,$669.97,$599.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw30258810/images/hi-res/Fitness/401644_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/home-gym-bundles/home-gym-starter-bundle/401644.html
Home Gym Space Saver Bundle,$799.96,$679.95,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw30a7551c/images/hi-res/Fitness/401645_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/home-gym-bundles/home-gym-space-saver-bundle/401645.html
T-3 Series Dual Pull-Up Stabilizer Bar,$94.99,$84.97,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw3af3db3a/images/hi-res/Fitness/400307_01.jpg?sw=261&sh=261,https://www.titan.fitness/racks/rack-accessories/t-3-series/t-3-series-dual-pull-up-stabilizer-bar/400307.html
Home Gym Strongman Bundle,$439.97,$389.95,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw68dd0b70/images/hi-res/Fitness/401646_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/home-gym-bundles/home-gym-strongman-bundle/401646.html
Home Gym Basic Bundle,$344.96,$294.95,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwccb1fea9/images/hi-res/Fitness/401491_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/home-gym-bundles/home-gym-basic-bundle/401491.html
Home Gym Gymnastics Bundle,$379.97,$299.95,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw068dac20/images/hi-res/Fitness/401647_01.jpg?sw=261&sh=261,https://www.titan.fitness/sale/home-gym-bundles/home-gym-gymnastics-bundle/401647.html
